feature,value_0,value_1,value_2,value_3,value_4
Национальность_Немцы_*_hour_Время засыпания,0.0,0.0,0.0,0.0,0.0
Национальность_Немцы_+_hour_Время засыпания,0.017484736660106446,0.0,0.0,0.0,0.0
Национальность_Немцы_-_hour_Время засыпания,0.02797720037142249,0.0,0.0,0.0,0.0
Национальность_Немцы_/_hour_Время засыпания,0.03856401137912858,0.0,0.0,0.0,0.0
Национальность_Немцы_*_hour_Время пробуждения,0.0003952558787009422,0.0,0.0,0.0,0.0
Национальность_Немцы_+_hour_Время пробуждения,0.006754899468216782,0.0,0.0,0.0,0.0
Национальность_Немцы_-_hour_Время пробуждения,0.04099962938241157,0.0,0.0006637658725288924,0.0,0.0
Национальность_Немцы_/_hour_Время пробуждения,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Национальность_Татары,0.008744553157633317,0.0,0.0,0.0,0.0
Национальность_Русские_/_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Национальность_Украинцы,0.0,0.0,0.01699652659742371,0.0,0.0
Национальность_Русские_-_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Национальность_Чуваши,0.011194193271867733,0.0,0.0,0.0,0.0
Национальность_Русские_-_Национальность_Чуваши,0.017833005678502645,0.0,0.0,0.0,0.0
Национальность_Русские_/_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Религия_Атеист / агностик,0.022749519750763076,0.0,0.0,0.0,0.0
Национальность_Русские_/_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Религия_Христианство,0.006243425020835292,0.0,0.0,0.0,0.0
Национальность_Русские_-_Религия_Христианство,0.05506954499922214,0.0,0.0,0.0,0.0
Национальность_Русские_/_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Образование_3 - средняя школа / закон.среднее / выше среднего,0.055038657299369756,0.0,0.0,0.0,0.0
Национальность_Русские_/_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Образование_4 - профессиональное училище,0.034713799115545944,0.0,0.0,0.0,0.0
Национальность_Русские_-_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Профессия_ведение домашнего хозяйства,0.003547476988989643,0.0,0.0,0.0,0.0
Национальность_Русские_/_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Профессия_вооруженные силы,0.0,0.0,0.027196783211106936,0.0,0.0208023015185152
Национальность_Русские_/_Профессия_вооруженные силы,0.0,0.0,0.04032098233066504,0.0,0.0
Национальность_Русские_*_Профессия_дипломированные специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_дипломированные специалисты,0.0,0.10424356417425396,0.0,0.0,0.0
Национальность_Русские_-_Профессия_дипломированные специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Профессия_дипломированные специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.016572626626444074,0.0,0.0,0.012235079553707265,0.0
Национальность_Русские_-_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_низкоквалифицированные работники,0.011230961188581492,0.0,0.0,0.0,0.0
Национальность_Русские_-_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_операторы и монтажники установок и машинного оборудования,0.03580472518387609,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.11828587450036429
Национальность_Русские_-_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.0
"Национальность_Русские_*_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Национальность_Русские_+_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Национальность_Русские_-_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.044090948502992264,0.0
"Национальность_Русские_/_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Национальность_Русские_*_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Национальность_Русские_+_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Национальность_Русские_-_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Национальность_Русские_/_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_ремесленники и представители других отраслей промышленности,0.04846164895374114,0.0,0.06899422969729854,0.0,0.0
Национальность_Русские_-_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_служащие,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_служащие,0.011244804613698527,0.0,0.0,0.06629143359774207,0.0
Национальность_Русские_-_Профессия_служащие,0.0,0.0,0.0,0.06794244243603169,0.0
Национальность_Русские_/_Профессия_служащие,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Профессия_техники и младшие специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Профессия_техники и младшие специалисты,0.011598961290490357,0.0,0.0,0.0,0.0
Национальность_Русские_-_Профессия_техники и младшие специалисты,0.0,0.0,0.0,0.0,0.09374319537873269
Национальность_Русские_/_Профессия_техники и младшие специалисты,0.014680502857851368,0.0,0.0,0.0,0.0
Национальность_Русские_*_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Статус Курения_Бросил(а),0.0,0.0,0.0,0.038021910438389414,0.0
Национальность_Русские_/_Статус Курения_Бросил(а),0.012842537950471092,0.0,0.0,0.0,0.0
Национальность_Русские_*_Статус Курения_Курит,0.0,0.20233935814256615,0.0,0.0,0.0
Национальность_Русские_+_Статус Курения_Курит,0.018681647979593947,0.0,0.0,0.0,0.033469518602532944
Национальность_Русские_-_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Статус Курения_Никогда не курил(а),0.024969000791953952,0.0,0.0,0.0,0.0
Национальность_Русские_-_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Частота пасс кур_2-3 раза в день,0.0,0.0,0.06456038081891344,0.0,0.0
Национальность_Русские_*_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Частота пасс кур_4 и более раз в день,0.034925939197025746,0.0,0.0,0.0,0.0
Национальность_Русские_+_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_-_Алкоголь_никогда не употреблял,0.014336436423763055,0.0,0.0,0.0,0.0
Национальность_Русские_/_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Алкоголь_ранее употреблял,0.0,0.0,0.10425636330137493,0.0,0.0
Национальность_Русские_-_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_/_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.14909764262069333,0.0
Национальность_Русские_-_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.2466007467674388,0.0
Национальность_Русские_/_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_hour_Время засыпания,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_+_hour_Время засыпания,0.026643149103180733,0.0,0.0,0.0,0.0
Национальность_Русские_-_hour_Время засыпания,0.02383486793720766,0.0,0.0,0.0,0.0
Национальность_Русские_/_hour_Время засыпания,0.0,0.0,0.0,0.0,0.0
Национальность_Русские_*_hour_Время пробуждения,0.012444435523859022,0.18675941936934753,0.0,0.0,0.0
Национальность_Русские_+_hour_Время пробуждения,0.021926237459432136,0.0,0.14349334311339865,0.0,0.0
Национальность_Русские_-_hour_Время пробуждения,0.04005210235014755,0.0,0.0,0.09861054686160692,0.27939658559319014
Национальность_Русские_/_hour_Время пробуждения,0.0,0.1749094853705153,0.0,0.0,0.0
Национальность_Татары_*_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Религия_Атеист / агностик,0.036398615597771806,0.0,0.0,0.0,0.0
Национальность_Татары_-_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Религия_Христианство,0.009683844806966529,0.0,0.021982410924486048,0.0,0.0
Национальность_Татары_*_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Образование_2 - начальная школа,0.01255388895596026,0.0,0.0,0.0,0.0
Национальность_Татары_-_Образование_2 - начальная школа,0.0009275976576688458,0.0,0.0,0.0,0.0
Национальность_Татары_/_Образование_2 - начальная школа,0.006632962108342054,0.0,0.12284668920131855,0.0,0.0
Национальность_Татары_*_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.00262126282530404,0.0,0.0
Национальность_Татары_+_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.07101678290557693,0.0,0.0
Национальность_Татары_-_Образование_3 - средняя школа / закон.среднее / выше среднего,0.01852800867462179,0.0,0.0,0.0,0.0
Национальность_Татары_/_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_дипломированные специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_дипломированные специалисты,0.08068845916714137,0.0,0.0006890766642290278,0.0,0.0
Национальность_Татары_-_Профессия_дипломированные специалисты,0.0,0.0,0.08460795916200974,0.1696915647861114,0.0
Национальность_Татары_/_Профессия_дипломированные специалисты,0.05840840416301048,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.4724889466937815
Национальность_Татары_-_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.23279452973384723
"Национальность_Татары_*_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Национальность_Татары_+_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.03310617533512876,0.0,0.0,0.0
"Национальность_Татары_-_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.027752455637903857,0.0,0.0,0.0,0.0
"Национальность_Татары_/_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Национальность_Татары_*_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Национальность_Татары_+_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Национальность_Татары_-_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Национальность_Татары_/_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.5319439452735518
Национальность_Татары_/_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_служащие,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_служащие,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Профессия_служащие,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Профессия_служащие,0.012727554271539444,0.0,0.0,0.0,0.0
Национальность_Татары_*_Профессия_техники и младшие специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Профессия_техники и младшие специалисты,0.043459517830348786,0.0,0.0,0.3018500651226323,0.0
Национальность_Татары_-_Профессия_техники и младшие специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Профессия_техники и младшие специалисты,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Статус Курения_Курит,0.00020851869980401146,0.0,0.0,0.0,0.0
Национальность_Татары_-_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Статус Курения_Курит,0.06167651183956982,0.0,0.0,0.0,0.0
Национальность_Татары_*_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Статус Курения_Никогда не курил(а),0.0004968846661969095,0.0,0.08346426978089491,0.0,0.0
Национальность_Татары_-_Статус Курения_Никогда не курил(а),0.017950116667979372,0.0,0.0,0.0,0.0
Национальность_Татары_/_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Частота пасс кур_2-3 раза в день,0.0104362467835815,0.0,0.0,0.0,0.0
Национальность_Татары_-_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Частота пасс кур_3-6 раз в неделю,0.003851637691719754,0.0,0.0,0.0,0.0
Национальность_Татары_-_Частота пасс кур_3-6 раз в неделю,0.005368032116169147,0.0,0.0,0.0,0.0
Национальность_Татары_/_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_/_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_Алкоголь_употребляю в настоящее время,0.0,0.0,0.20860064480716103,0.0,0.0
Национальность_Татары_/_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_hour_Время засыпания,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_hour_Время засыпания,0.013572811646609124,0.0,0.0,0.0,0.0
Национальность_Татары_-_hour_Время засыпания,0.03782142304023699,0.0,0.0,0.0,0.0
Национальность_Татары_/_hour_Время засыпания,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_*_hour_Время пробуждения,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_+_hour_Время пробуждения,0.0,0.0,0.0,0.0,0.0
Национальность_Татары_-_hour_Время пробуждения,0.07502462551573894,0.0,0.0,0.0,0.0
